,nctid,title
5325,NCT00084630,Imatinib Mesylate in Treating Patients With Locally Recurrent or Metastatic Dermatofibrosarcoma Protuberans
5326,NCT01273376,Safety and Efficacy of RX-10100 to Treat Major Depressive Disorder
5327,NCT00392392,Preoperative Bevacizumab and Trastuzumab With ABI-007 and Carboplatin in HER2+ Breast Cancer
5328,NCT00529763,Dasatinib in Imatinib Resistant/Intolerant Chinese CML (Chronic and Advanced Phase) Subjects
5329,NCT00453414,Safety and Efficacy of Inhaled Iloprost in Pediatric Patients With Pulmonary Arterial Hypertension
5330,NCT01104155,"Eribulin Mesylate in Combination With Intermittent Erlotinib in Patients With Previously Treated, Advanced Non-Small Cell Lung Cancer"
5331,NCT00711828,"Rituximab, Cyclophosphamide, Bortezomib, and Dexamethasone in Treating Patients With Relapsed or Refractory Low-Grade Follicular Lymphoma, Waldenstrom Macroglobulinemia, or Mantle Cell Lymphoma"
5332,NCT00285857,Phase 2 Study of Lovastatin as Breast Cancer Chemoprevention
5333,NCT01011322,A Study to Investigate the Efficacy of LT-02 in Patients With Mesalazine Refractory Ulcerative Colitis
5334,NCT00600249,Assessment of the Efficacy of a Neoadjuvant Combination: Chemotherapy-targeted Therapy in Breast Cancer.
5335,NCT00555789,24 Month Extension to Efficacy and Safety of AEB071 Plus Tacrolimus (Converted to Mycophenolic Acid After 3 Months) in Renal Transplant Patients(Converted to Mycophenolic Acid After 3 Months) in Renal Transplant Patients
5336,NCT01248936,A Study of RO5185426 in Patients With Metastatic Melanoma
5337,NCT00189332,Use of 852A in Metastatic Cutaneous Melanoma.
5338,NCT00248040,Reparixin in Prevention of Delayed Graft Function After Kidney Transplantation
5339,NCT01170052,Bendamustine and Temsirolimus in Patients With Relapsed or Refractory Mantle Cell Non-Hodgkin's Lymphoma (NHL)
5340,NCT00003172,Comparison of Combination Chemotherapy Regimens in Treating Patients With Advanced Stomach Cancer
5341,NCT01119430,Fluoxetine Versus Fluoxetine Plus DU125530 in Major Depressive Disorder
5342,NCT00306254,Evaluation of PD 0348292 for Preventing Blood Clots in the Lungs or Deep Leg Veins of Patients After Knee Surgery
5343,NCT00732303,Pemetrexed and Radiation for Poor-Risk Stage III Non-Small Cell Lung Cancer
5344,NCT00420511,Beta-Cell Function and Sitagliptin Trial (BEST)
5345,NCT00152477,A Study of Paclitaxel/Carboplatin With or Without CDP791 in Patients With Lung Cancer
5346,NCT00005852,Bone Marrow Transplantation in Treating Patients With Severe Aplastic Anemia or Rejection of Previous Bone Marrow Transplant
5347,NCT00431873,A Phase II Study of MGCD0103 (MG-0103) in Patients With Refractory Chronic Lymphocytic Leukemia
5348,NCT00502307,"A Study of Tivozanib (AV-951), an Oral VEGF Receptor Tyrosine Kinase Inhibitor, in the Treatment of Renal Cell Carcinoma"
5349,NCT00671515,Pioglitazone for the Treatment of Major Depressive Disorder Comorbid With Metabolic Syndrome
5350,NCT00254787,Rapid Dose Escalation of Quetiapine Versus Conventional Escalation in Acute Schizophrenic Patients
5351,NCT00561951,"Dose-Finding Study To Evaluate The Efficacy, Tolerability And Safety Of Fesoterodine In Comparison To Placebo For Overactive Bladder."
5352,NCT01499446,A Study of GW685698X 100mcg Administered Once Daily Either in the Morning or the Evening and GW685698X 250mcg Administered Once Daily in the Evening Via DISKHALER for 28 Days in Subjects With Persistent Bronchial Asthma.
5353,NCT00587275,Safety and Efficacy of AST-120 in Patients With GERD Who Continue to be Symptomatic on a Standard Dose of PPI
5354,NCT00509821,"Enzastaurin Before and Concomitant With Radiation, Followed by Enzastaurin in Participants With Newly Diagnosed Glioblastoma"
5355,NCT00043862,The Study Of An Oral Drug Called A Radiation Sensitizer In Patients With Newly Diagnosed Small Cell Lung Cancer (SCLC)
5356,NCT01153971,A Study of Induction and Maintenance Treatment With MabThera (Rituximab) in Patients With Indolent B-Cell Nonfollicular Lymphomas
5357,NCT00463567,"26 Week Efficacy, Safety and Tolerability Study of Indacaterol in Patients With Chronic Obstructive Pulmonary Disease (COPD)"
5358,NCT00235898,Clinical Trial in Patients With Metastatic Colorectal Cancer
5359,NCT03069144,Efficacy and Tolerability of HAT1 Compared to Calcipotriol in Patients With Mild to Moderate Chronic Plaque Psoriasis
5360,NCT00303966,Sorafenib in Treating Patients With Relapsed Chronic Lymphocytic Leukemia
5361,NCT01437657,MARIGOLD Study: A Study of RO4917523 Versus Placebo as Adjunctive Therapy in Patients With Major Depressive Disorder and an Inadequate Response to Ongoing Antidepressant Therapy
5362,NCT00626782,Lucentis Versus Mitomycin C During Glaucoma Surgery
5363,NCT00246012,"A Safety and Efficacy Study of Intetumumab, Alone and in Combination With Dacarbazine, in Participants With Stage 4 Melanoma"
5364,NCT00628810,Combination Chemotherapy and Bevacizumab in Treating Patients With Metastatic Colorectal Cancer
5365,NCT00039377,"Chemotherapy, Imatinib Mesylate, and Peripheral Stem Cell Transplantation in Treating Patients With Newly Diagnosed Acute Lymphoblastic Leukemia"
5366,NCT00733304,An Extension to Study MD7108240
5367,NCT00732472,A Study to Assess the Safety and Tolerability of Once Daily Inhaled Doses of GSK573719 Made With Magnesium Stearate in Subjects With Chronic Obstructive Pulmonary Disease(COPD)for 7 Days
5368,NCT01357837,Assessment of GRT6005 in Painful Osteoarthritis of the Knee
5369,NCT00494663,A Phase 2b Study of DIO-902 or DIO-902 Placebo in Addition to Metformin and Atorvastatin or Atorvastatin Placebo for Type 2 Diabetes
5370,NCT01808248,Sofosbuvir (GS-7977) in Combination With PEG and Ribavirin for 12 Weeks in Treatment Experienced Subjects With Chronic HCV Infection Genotype 2 or 3
5371,NCT01125787,Clinical Protocol for the Treatment of Patients With Previously Untreated Chronic Lymphocytic Leukemia With a Combination of Bendamustine and Ofatumumab
5372,NCT00690885,Interferon-alpha Treatment of Chronic Cough in Chronic Obstructive Pulmonary Disease and Idiopathic Pulmonary Fibrosis
5373,NCT00755261,Phase II Study of Doxorubicin and Avastin® in Sarcoma.
5374,NCT00294190,Higher Dose Weekly Topotecan In The Treatment Of Patients With Extensive Stage Small-Cell Lung Cancer
5375,NCT01485770,A Study of the Safety and Effectiveness of ADX-N05 in the Treatment of Excessive Daytime Sleepiness
5376,NCT00416195,Exploring the Safety And Tolerability of Doses of E2007 up to a Maximum of 12 mg In Patients With Refractory Partial Seizures
5377,NCT00233623,"Irinotecan, 5-Fluorouracil and Leucovorin With or Without Iressa in the Treatment of Metastatic Colorectal Cancer"
5378,NCT00327171,Study of AVE0005 (VEGF Trap) in Patients With Chemoresistant Advanced Ovarian Cancer
5379,NCT01379144,"A Study Comparing The Efficacy, Safety And Tolerability Of Latanoprost 75, 100 And 125 ug/ml To Xalatan In The Treatment Of Primary Open-Angle Glaucoma And Ocular Hypertension"
5380,NCT00135408,A Study of MDX-010 (BMS-734016) Administered With or Without Prophylactic Oral Budesonide
5381,NCT01461941,A Phase 2 Study of E6005 in Patients With Atopic Dermatitis
5382,NCT00468169,Cetuximab (ERBITUX®) Added to Two Concurrent Chemoradiotherapy Platforms in Locally Advanced Head and Neck Cancer
5383,NCT00557401,An Efficacy and Safety Study of XP19986 in Subjects With Symptomatic GERD
5384,NCT00365560,An Efficacy and Safety Evaluation of Tiotropium add-on Therapy in Patients With Severe Persistent Asthma
5385,NCT01482884,"Evaluation of Efficacy and Safety of Tralokinumab in Patients With Active, Moderate-to-severe Ulcerative Colitis"
5386,NCT00641979,New Nasal Applicator / New Formulation - User Study
5387,NCT00554463,G-CSF and Pegfilgrastim in Treating Neutropenia in Patients Undergoing Radiation Therapy and Chemotherapy for Limited Stage Small Cell Lung Cancer
5388,NCT00202787,Safety and Efficacy Study of Combination Therapy With Cetuximab and FOLFOX4 in Patients With Colorectal Cancer
5389,NCT00445406,Bevacizumab and Doxorubicin Hydrochloride Liposome in Treating Women With Locally Recurrent or Metastatic Breast Cancer
5390,NCT01224145,Assess the Feasibility and Efficacy of the CollaRx® Bupivacaine Implant Laparoscopic Inguinal or Umbilical Herniorrhaphy
5391,NCT00392704,Treatment of Head & Neck Cancer With Chemotherapy and Radiation
5392,NCT00262860,Bortezomib and Gemcitabine Hydrochloride in Treating Patients With Relapsed or Refractory Hodgkin's Lymphoma
5393,NCT00265733,Paclitaxel Poliglumex and Capecitabine in Treating Patients With Metastatic Breast Cancer
5394,NCT00454194,Pemetrexed Disodium With or Without Sorafenib as Second-Line Therapy in Treating Patients With Stage IIIB or Stage IV Non-Small Cell Lung Cancer
5395,NCT00394810,Efficacy and Pharmacodynamic Study of Panzem® NCD in Patients With Hormone-Refractory Prostate Cancer
5396,NCT00288041,"Bortezomib, Paclitaxel, and Carboplatin in Treating Patients With Metastatic Melanoma"
5397,NCT00837200,Oncaspar/Doxil/Decadron in Patients With Refractory Lymphoid Malignancies
5398,NCT01221870,Tesetaxel as First-line Therapy for Metastatic Breast Cancer
5399,NCT01305772,Identification of Gene Expression Signature for Panitumumab Sensitivity in Untreated Locally Advanced SCCHN
5400,NCT01226797,Safety And Efficacy Of Oral PF-4136309 In Patients With Chronic Hepatitis C Infection And Abnormal Liver Enzymes
5401,NCT01457924,Ofatumumab Subcutaneous Administration in Subjects With Relapsing-Remitting Multiple Sclerosis
5402,NCT00260065,A Study of Decitabine Given to Adults With Advanced-Stage Myelodysplastic Syndromes
5403,NCT00424645,Voraxaze for Delayed Methotrexate Clearance
5404,NCT00655538,A Study Assessing the Effect of RO4607381 on Vascular Function in Patients With Coronary Heart Disease (CHD) or CHD-Risk Equivalent Patients
5405,NCT01064037,"A Phase IIb Study to Investigate the Efficacy and Tolerability of Cinaciguat (150 µg/h, 100 µg/h, 50 µg/h) Given Intravenously to Subjects With Acute Decompensated Chronic Congestive Heart Failure (ADHF)"
5406,NCT00518206,Study of NY-ESO-1 ISCOMATRIX® in Patients With Measurable Stage III or IV Melanoma
5407,NCT00887315,The Synergistic Metastases Annihilation With Radiotherapy and Docetaxel (Taxotere) [SMART] Trial for Non-Small Cell Lung Cancer (NSCLC)
5408,NCT00585689,"Neoadjuvant ABI-007, Carboplatin and Gemcitabine in Locally Advanced Bladder Cancer"
5409,NCT01273064,Standard of Care (SOC) With or Without CTS-1027 in Hepatitis C (HCV) Null-Responders
5410,NCT00269152,Feasibility Study of Pemetrexed in Combination With Cisplatin or Carboplatin as Adjuvant Treatment of Non-Small Cell Lung Cancer
5411,NCT00352417,Study Effect of VIA-2291 on Atherosclerotic Vascular Inflammation in Patients Undergoing Elective Carotid Endarterectomy
5412,NCT00237536,Study of the Efficacy and Safety of Lonidamine for the Treatment of Symptomatic Benign Prostatic Hyperplasia
5413,NCT00100048,A Study to Evaluate the Safety and Efficacy of an Investigational Drug in HIV Infected Patients (0518-004)(COMPLETED)
5414,NCT00606450,"Double-Blind, Randomized, Placebo-controlled Comparison of CC-10004 in Subjects With Moderate to Severe Plaque Type Psoriasis"
5415,NCT00514943,BIBW 2992 (Afatinib) in Head & Neck Cancer
5416,NCT01601613,Activated Recombinant Human Factor VII in Patients With Dengue Haemorrhagic Fever
5417,NCT01225731,A Study to Determine the Optimal Dose of Tildrakizumab (SCH 900222/MK-3222) for the Treatment of Moderate-to-severe Chronic Plaque Psoriasis (P05495) (MK-3222-003)
5418,NCT00669942,"Double Blind, Placebo-controlled, Study of the Safety, Tolerability and Pharmacokinetics of AIN457 in Rheumatoid Arthritis Patients"
5419,NCT00310037,"Bortezomib After Combination Chemotherapy, Rituximab, and an Autologous Stem Cell Transplant in Treating Patients With Mantle Cell Lymphoma"
5420,NCT01513317,A Study Comparing Siltuximab Plus Best Supportive Care to Placebo Plus Best Supportive Care in Anemic Patients With International Prognostic Scoring System Low- or Intermediate-1-Risk Myelodysplastic Syndrome
5421,NCT01300013,Study to Evaluate the Safety and Efficacy of IV Infusion Treatment With Omecamtiv Mecarbil in Subjects With Left Ventricular Systolic Dysfunction Hospitalized for Acute Heart Failure (ATOMIC-AHF)
5422,NCT00434252,A Study of Bevacizumab With Carboplatin and Paclitaxel Chemotherapy for the First-Line Treatment of Patients With Metastatic Melanoma
5423,NCT00606684,A Study To Assess Efficacy And Safety Of Different Doses Of GW642444 In Subjects With Chronic Obstructive Pulmonary Disease (COPD)
5424,NCT00694057,"Safety, Tolerance and Activity of HE3286 in Patients With Type 2 Diabetes Mellitus"
5425,NCT00413959,"VELCADE,Rituximab,Cyclophosphamide and Decadron"
5426,NCT00724009,Clofarabine Bone Marrow Cytoreduction
5427,NCT00654186,Study Evaluating Toxicity & Efficacy of Lenalidomide(Revlimid®)in Chemotherapy-Naïve AIPC Patients
5428,NCT01131364,Combination Therapy of F16IL2 and Doxorubicin in Solid Tumour Patients
5429,NCT01357850,"A Multi-center, Placebo-controlled Study to Evaluate the Safety of GSK716155 and Its Effects on Myocardial Metabolism, Myocardial Function, and Exercise Capacity in Patients With NYHA Class II/III Congestive Heart Failure"
5430,NCT01082068,Study of XL147 (SAR245408) or XL765 (SAR245409) in Combination With Letrozole in Subjects With Breast Cancer
5431,NCT01159847,Protective Effects of Sitagliptin on β Cell Function in Patients With Adult-onset Latent Autoimmune Diabetes (LADA)
5432,NCT00530920,Tipranavir/Ritonavir Low Dose Pharmacokinetics in Treatment Naive Patients
5433,NCT01555099,Multi-centre Study to Assess the Efficacy and Safety of AZD5423 in COPD Patients on a Background Therapy of Formoterol
5434,NCT00135798,Pre-Transplant Treatment to Prevent Recurrence of Hepatitis C After Liver Transplantation
5435,NCT00709995,A Study for Participants With Metastatic Renal Cell Carcinoma
5436,NCT00227708,Docetaxel in Treating Older Patients With Locally Advanced or Metastatic Non-Small Cell Lung Cancer
5437,NCT01128543,Lapatinib in Combination With Vinorelbine
5438,NCT01072383,Safety and Efficacy of Multiple Doses of BT061 in Patients With Moderate to Severe Chronic Plaque Psoriasis
5439,NCT00268996,Integrated Biomarker And Imaging Study - 2
5440,NCT01161537,Study of the Effect of VX-770 on Hyperpolarized Helium-3 Magnetic Resonance Imaging in Subjects With Cystic Fibrosis and the G551D Mutation
5441,NCT00148720,Capecitabine in Women With Operable Breast Cancer
5442,NCT01499303,"Study to Learn if 200mg Test Drug (Fostamatinib) Helps People With Large B-Cell Lymphoma,a Type of Blood Cancer"
5443,NCT01204528,Vitamin-D Receptor Activation (VDRA) in Chronic Kidney Disease
5444,NCT00832520,Phase II Study of Remeron for Cancer Patients Losing More Than 10% of Their Body Weight
5445,NCT00222144,Study of Gleevec and Taxotere in Recurrent Non-Small Cell Lung Cancer
5446,NCT00369707,Trial of VELCADE and Rituxan as Front-line Tx for Low-grade NHL
5447,NCT00383188,"An Oral p38 Inhibitor Investigating Safety, Efficacy, And PK In Subjects With Active Rheumatoid Arthritis"
5448,NCT00638716,A Study to Evaluate the Efficacy and Safety of CJC-1134-PC in Patients With Type 2 Diabetes Mellitus Who Are Currently on Metformin Monotherapy
5449,NCT00429299,"Neoadjuvant Study With Chemotherapy, Lapatinib And Trastuzumab In Breast Cancer"
5450,NCT00407654,VEGF Trap in Treating Patients With Previously Treated Metastatic Colorectal Cancer
5451,NCT00124579,"S0417 Bortezomib, Thalidomide, and Dexamethasone in Treating Patients With Relapsed or Refractory Multiple Myeloma"
5452,NCT01641809,Dose Ranging Study of GSK1265744 Plus Nucleoside Reverse Transcriptase Inhibitors for Induction of Human Immunodeficiency Virus-1 (HIV-1) Virologic Suppression Followed by Virologic Suppression Maintenance by GSK1265744 Plus Rilpivirine
5453,NCT01053962,SP-304 Dose Ranging Study in Patients With Chronic Idiopathic Constipation
5454,NCT01318070,Efficacy and Safety of Alogliptin Used Combination With Thiazolidine in Participants With Type 2 Diabetes in Japan
5455,NCT00652340,APRiCOT-L: Study to Evaluate Efficacy and Safety of Apricoxib With Erlotinib in Patients With Non-small Cell Lung Cancer
5456,NCT00093405,17-N-Allylamino-17-Demethoxygeldanamycin in Treating Patients With Metastatic Kidney Cancer
5457,NCT00550173,A Study for Non-Smoker Patients With Nonsquamous Non-Small Cell Lung Cancer
5458,NCT01565655,A Study to Evaluate the Safety and Efficacy of ASP015K in Moderate to Severe Rheumatoid Arthritis
5459,NCT00227565,Pemetrexed Disodium and Carboplatin in Treating Patients With Extensive-Stage Small Cell Lung Cancer
5460,NCT00402168,A Study of BMS-224818 (Belatacept) in Patients Who Have Undergone a Kidney Transplant and Are Currently on Stable Cyclosporine or Tacrolimus Regimen With or Without Corticosteroids
